符合條件商品
資料日期：2026年  5月  5日
策略,	新策略(2)
"序號","代碼","商品","成交","漲幅%","總量","收盤價","產業","細產業","所有細產業",產業地位
164	,"1721.TW","三晃","26.7","9.88","3608","26.7","上市化工","其他化工產品","PU樹脂,化學工業,其他化工產品",油墨、表面處理劑、PU樹脂生產企業
165	,"1722.TW","台肥","47","-2.59","6883","47","上市化工","肥料","肥料,化學工業,其他化工產品,資產股,營建,地產",台灣最大肥料及化學廠商
166	,"1723.TW","中碳","78","1.17","397","78","上市化工","煤化工","煤化工,化學工業",中鋼集團旗下，台灣唯一煤化工製造商
167	,"1725.TW","元禎","30.75","0.82","93","30.75","上市化工","化學產品通路","化學產品通路,化學工業,石油及天然氣,油品儲運/分銷",石化原料之專業代理商
168	,"1726.TW","永記","76","0.66","14","76","上市化工","塗料","化學工業,塗料",台灣最大油漆廠，主要生產防火漆
169	,"1727.TW","中華化","80","-1.84","11850","80","上市化工","強酸產品","染料，顏料,強酸產品,化學工業,其他化工產品,半導體化學品",台灣主要生產硫酸產品之廠商
170	,"1730.TW","花仙子","52.5","0.19","36","52.5","上市化工","衛生清潔用品","衛生清潔用品,化學工業",台灣最大家庭日用品廠商
171	,"1731.TW","美吾華","21.7","0.23","65","21.7","上市生技醫療","衛生清潔用品","衛生清潔用品,化學工業,醫藥流通",藥品代理並生產自有品牌染髮劑及沐浴用品
172	,"1732.TW","毛寶","26.4","0.19","412","26.4","上市化工","衛生清潔用品","衛生清潔用品,化學工業",台灣主要清潔用品大廠
173	,"1733.TW","五鼎","28.35","0.18","104","28.35","上市生技醫療","血糖儀","血糖儀,體外診斷用醫材,檢驗試劑／紙",台灣血糖測試儀製造的龍頭企業
174	,"1734.TW","杏輝","31.5","0.16","116","31.5","上市生技醫療","西藥製劑","醫藥產業,生物科技,西藥製劑,學名藥,食品生技",台灣老牌學名藥製造商，並跨足保健食品及中草藥原料開發
175	,"1735.TW","日勝化","26.85","1.13","830","26.85","上市化工","PU樹脂","PU樹脂,化學工業,其他化工產品",專業合成皮用PU樹脂製造商
176	,"1736.TW","喬山","125.5","1.21","789","125.5","上市運動休閒","健身器材","健身器材,運動產業",全球最大商用健身器材、前三大家用健身器材廠商
177	,"1737.TW","臺鹽","31.55","-0.16","106","31.55","上市食品","製鹽業","生物科技,食品生技,非酒精飲料,大宗物資,飲料相關,製鹽業,時尚產業,美妝保養品",台灣最大製鹽商，並跨足生技及水產品
178	,"1742.TW","台蠟","15.5","-2.52","69","15.5","上櫃化工","石蠟","石蠟,化學工業,食品加工,水產品加工,電力,太陽能發電",台灣唯一蠟品專業製造商
179	,"1752.TW","南光","33.6","0.3","149","33.6","上市生技醫療","西藥製劑","醫藥產業,西藥製劑,學名藥",台灣最大針劑製藥廠
180	,"1760.TW","寶齡富錦","66.7","2.93","382","66.7","上市生技醫療","西藥製劑","醫藥產業,生物科技,西藥製劑,新藥研發,學名藥,專利藥,食品生技,體外診斷用醫材,檢驗試劑／紙,時尚產業,美妝保養品",台灣老牌學名藥廠，經營西藥與醫美保健事業
181	,"1762.TW","中化生","29.15","5.23","184","29.15","上市生技醫療","原料藥","醫藥產業,原料藥",中化旗下原料藥製造商，MMF與MCB在美國為龍頭地位
182	,"1773.TW","勝一","179","3.47","2339","179","上市化工","溶劑","溶劑,化學產品通路,化學工業,其他化工產品",台灣第2大溶劑廠商
183	,"1776.TW","展宇","17.15","2.08","155","17.15","上市化工","PU樹脂","PU樹脂,化學工業,其他化工產品",台灣PU樹脂及硬化劑大廠
184	,"1777.TW","生泰","71.2","0.85","19","71.2","上櫃生技醫療","原料藥","醫藥產業,原料藥",生達集團旗下開發及產製原料藥廠商
185	,"1781.TW","合世","10.95","1.39","48","10.95","上櫃生技醫療","血壓計","血壓計,診斷與監測用醫材",全球前三大電子式血壓計廠
186	,"1783.TW","和康生","39.3","-0.38","91","39.3","上市生技醫療","醫用植入材料","醫用植入材料,輔助與彌補用醫材,時尚產業,美妝保養品",專注膠原蛋白之高階醫材及醫美保養產品
187	,"1784.TW","訊聯","73.7","0","134","73.7","上櫃生技醫療","生物科技","生物科技,生技服務,時尚產業,美妝保養品",台灣首家私營臍帶血公司
188	,"1785.TW","光洋科","160","-5.88","36669","160","上櫃其他電子","其他半導體耗材","傳產其他,回收焚化／掩埋清運,其他半導體耗材,IC製造,貴金屬",全球最大硬碟靶材供應商
189	,"1786.TW","科妍","56.2","0.54","400","56.2","上市生技醫療","醫用植入材料","醫用植入材料,輔助與彌補用醫材",台灣首家醫療級玻尿酸醫材廠
190	,"1788.TW","杏昌","135","-0.37","34","135","上櫃生技醫療","醫療器材通路","醫療器材通路,洗腎器具,醫藥流通,手術與治療用醫材",代理歐美日一線廠牌醫療器材為主
191	,"1789.TW","神隆","20.45","1.49","518","20.45","上市生技醫療","原料藥","醫藥產業,西藥製劑,原料藥",台灣原料藥龍頭企業
192	,"1795.TW","美時","224.5","-0.88","2479","224.5","上市生技醫療","西藥製劑","醫藥產業,西藥製劑,學名藥",台灣老牌學名藥廠，從事困難學名藥與癌症學名藥之製造
193	,"1796.TW","金穎生技","37.6","-0.53","15","37.6","上櫃食品","食品生技","生物科技,食品生技",為醱酵原料及保健品廠商
194	,"1799.TW","易威","36.6","-0.68","152","36.6","上櫃生技醫療","西藥製劑","醫藥產業,西藥製劑,原料藥,新藥研發,醫藥研發外包服務,學名藥",台灣特殊學名藥研發廠
195	,"1802.TW","台玻","72.8","9.97","141173","72.8","上市玻璃陶瓷","玻璃","建材,玻璃,傳產其他,複合材料,玻纖布,印刷電路板相關",台灣第一大玻璃生產商
196	,"1805.TW","寶徠","10.75","1.42","143","10.75","上市建材營造","營建","營建,地產",知名建案「寶徠花園廣場」建商
197	,"1808.TW","潤隆","28.3","-0.35","1462","28.3","上市建材營造","營建","營建,地產",興富發集團旗下建商
198	,"1809.TW","中釉","31.05","9.91","16143","31.05","上市玻璃陶瓷","釉料","建材,釉料",亞洲最大色釉料廠
199	,"1810.TW","和成","18.6","5.38","3558","18.6","上市玻璃陶瓷","衛浴設備","家居用品,衛浴設備,水龍頭",台灣衛浴設備大廠
200	,"1813.TW","寶利徠","12.4","0.81","29","12.4","上櫃生技醫療","眼鏡業","傳產其他,眼鏡業",全球第三大PC(聚碳酸酯樹脂)光學鏡片商
201	,"1815.TW","富喬","116","6.42","74875","116","上櫃電子零組件","玻纖布","玻纖布,印刷電路板相關",台灣玻纖紗、玻纖布一貫廠
202	,"1817.TW","凱撒衛","38.5","-0.13","79","38.5","上市玻璃陶瓷","衛浴設備","家居用品,衛浴設備,水龍頭",台灣衛浴設備大廠
203	,"1903.TW","士紙","49.45","0","204","49.45","上市造紙","家庭用紙","家庭用紙,造紙業,資產股,地產,物業投資發展,旅宿／餐飲,飯店",從事濕紙巾、嬰幼兒洗沐與防疫用品、保養品業務
204	,"1904.TW","正隆","17.55","-0.57","1130","17.55","上市造紙","工業用紙","工業用紙,文化用紙,家庭用紙,造紙業",台灣最大工業用紙生產商
205	,"1905.TW","華紙","12.75","0.39","1856","12.75","上市造紙","文化用紙","紙漿,文化用紙,特殊用紙,造紙業",紙漿及文化用紙一貫廠，亦為永豐餘子公司
206	,"1906.TW","寶隆","11.3","-0.44","64","11.3","上市造紙","工業用紙","工業用紙,造紙業",榮成轉投資之工業用紙代銷商
207	,"1907.TW","永豐餘","23.75","1.06","1043","23.75","上市造紙","工業用紙","衛生清潔用品,化學工業,控股公司,紙漿,工業用紙,文化用紙,家庭用紙,造紙業",台灣第一大造紙集團
208	,"2002.TW","中鋼","18.6","0","35494","18.6","上市鋼鐵","冷軋鋼捲","鋼胚,熱軋鋼捲,線材盤元,條鋼,冷軋鋼捲,鍍鋅鋼捲,棒鋼,鋼板,塗鍍鋼捲,板鋼",台灣最大設有高爐的一貫作業鋼廠
209	,"2006.TW","東和鋼鐵","66.8","0.3","1654","66.8","上市鋼鐵","鋼筋","鋼筋,條鋼,型鋼,鋼構",台灣最大型鋼廠及三大鋼筋廠之一
210	,"2008.TW","高興昌","27.5","0","10","27.5","上市鋼鐵","鋼管","條鋼,鋼管",台灣製管專業製造廠商
211	,"2009.TW","第一銅","37.9","0.13","1074","37.9","上市鋼鐵","銅","非鐵金屬,銅",台灣銅產品線最完整的企業
212	,"2010.TW","春源","24.8","0.4","1538","24.8","上市鋼鐵","鋼剪裁加工","條鋼,鋼構,鋼剪裁加工,板鋼",台灣最具規模鋼鐵裁剪及通路業者
213	,"2012.TW","春雨","14.75","-0.34","39","14.75","上市鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",主要外銷歐美及東南亞的線材螺絲廠
214	,"2013.TW","中鋼構","42.5","-0.47","70","42.5","上市鋼鐵","鋼構","條鋼,鋼構",台灣鋼結構大廠
215	,"2014.TW","中鴻","17.5","0.57","2687","17.5","上市鋼鐵","熱軋鋼捲","熱軋鋼捲,冷軋鋼捲,板鋼",中鋼集團旗下，熱軋產品大廠
216	,"2015.TW","豐興","60.7","0.17","291","60.7","上市鋼鐵","鋼筋","鋼筋,條鋼,型鋼,棒鋼",台灣三大鋼筋廠之一
217	,"2020.TW","美亞","21.8","-0.23","302","21.8","上市鋼鐵","鋼管","條鋼,鋼管,不鏽鋼,不鏽鋼剪裁加工,鋼剪裁加工,板鋼",台灣第一家鋼管專業製造廠
218	,"2023.TW","燁輝","13.95","0.36","2146","13.95","上市鋼鐵","鍍鋅鋼捲","鍍鋅鋼捲,烤漆鋼捲,板鋼",全球最大鍍面鋼廠
219	,"2024.TW","志聯","14.05","1.81","22","14.05","上市鋼鐵","棒鋼","線材盤元,條鋼,棒鋼",主要從事鋼棒及鋼線生產之廠商
220	,"2025.TW","千興","10.95","-1.35","108","10.95","上市鋼鐵","冷軋不鏽鋼","不鏽鋼,冷軋不鏽鋼",台灣不鏽鋼板冷軋廠
221	,"2027.TW","大成鋼","37.75","0.13","10406","37.75","上市鋼鐵","不鏽鋼","螺絲螺帽,線材盤元,不鏽鋼,不鏽鋼品,不鏽鋼管,非鐵金屬,鋁",美國最大不鏽鋼產品通路商及最大鋁捲板廠
222	,"2028.TW","威致","17","-0.87","161","17","上市鋼鐵","鋼筋","鋼筋,條鋼",台灣三大電爐廠之一，主要銷售鋼筋及鋼胚
223	,"2029.TW","盛餘","20.3","1.25","168","20.3","上市鋼鐵","鍍鋅鋼捲","鍍鋅鋼捲,烤漆鋼捲,板鋼",台灣鍍面一貫化處理鋼捲製造商
224	,"2030.TW","彰源","15.7","-0.63","578","15.7","上市鋼鐵","不鏽鋼管","不鏽鋼,不鏽鋼剪裁加工,不鏽鋼管",台灣不鏽鋼管、不鏽鋼板製造大廠
225	,"2031.TW","新光鋼","40.75","0.12","1153","40.75","上市鋼鐵","鋼剪裁加工","鋼剪裁加工,板鋼",台灣鋼剪裁大廠，以內銷為主
226	,"2032.TW","新鋼","15.35","-1.29","353","15.35","上市鋼鐵","不鏽鋼剪裁加工","不鏽鋼,不鏽鋼剪裁加工",以內銷為主的不鏽鋼裁剪加工廠
227	,"2033.TW","佳大","15.3","0","78","15.3","上市鋼鐵","線材盤元","線材盤元",致力於鋼線鋼纜產品業務
228	,"2034.TW","允強","20.75","-0.48","967","20.75","上市鋼鐵","不鏽鋼管","不鏽鋼,不鏽鋼剪裁加工,不鏽鋼管",全球前五大不鏽鋼管製造商及不鏽鋼加工廠
229	,"2035.TW","唐榮","28.35","0.18","63","28.35","上櫃鋼鐵","冷軋不鏽鋼","資產股,不鏽鋼,冷軋不鏽鋼,熱軋不鏽鋼",台灣知名不鏽鋼大廠
230	,"2038.TW","海光","13.9","-0.71","371","13.9","上市鋼鐵","鋼筋","鋼筋,條鋼",台灣鋼筋大廠之一
231	,"2049.TW","上銀","321","0.78","4862","321","上市電機機械","滑軌","機械零組件,滑軌",全球前三大滾珠螺桿廠商
232	,"2059.TW","川湖","4140","2.1","585","4140","上市電子零組件","其他電子零件","其他電子零件,電子零件元件",全球知名伺服器導軌廠
233	,"2061.TW","風青","19.9","1.53","675","19.9","上櫃電器電纜","漆包線","電線電纜,漆包線",台灣知名漆包線供應商
234	,"2062.TW","橋椿","21.25","1.67","502","21.25","上市居家生活","水龍頭","家居用品,水龍頭",全球最大鋅合金水龍頭零組件廠
235	,"2063.TW","世鎧","25.6","-0.78","47","25.6","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元,不鏽鋼,不鏽鋼緊固件,不鏽鋼線材",台灣螺絲及螺栓廠
236	,"2064.TW","晉椿","11.8","-1.26","28","11.8","上櫃鋼鐵","棒鋼","線材盤元,條鋼,棒鋼",高階棒鋼龍頭大廠
237	,"2065.TW","世豐","28.6","0.18","110","28.6","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",台灣最大烤漆、噴頭表面塗裝螺絲廠
238	,"2066.TW","世德","45.3","-1.2","38","45.3","上櫃電機機械","螺絲螺帽","螺絲螺帽,線材盤元",全球汽車大廠之第一階扣件及金屬零件供應商
239	,"2069.TW","運錩","18.55","0.27","212","18.55","上市鋼鐵","不鏽鋼剪裁加工","不鏽鋼,不鏽鋼剪裁加工",台灣不鏽鋼材料加工製造廠
240	,"2070.TW","精湛","63.5","0.79","1127","63.5","上櫃電機機械","設備儀器商","設備儀器商",全球扣件篩選設備大廠
241	,"2072.TW","世紀風電","178.5","-1.38","382","178.5","上市綠能環保","鋼構","條鋼,鋼構",世紀鋼旗下，專注風電鋼結構領域
242	,"2073.TW","雄順","25.1","-4.56","2","25.1","上櫃鋼鐵","線材盤元","線材盤元",台灣金屬線製品加工商
243	,"2101.TW","南港","33.5","1.21","781","33.5","上市橡膠","輪胎","輪胎,橡膠工業,資產股,營建,地產",台灣擁有土地資產的老牌輪胎廠
244	,"2102.TW","泰豐","18.5","-0.54","589","18.5","上市橡膠","輪胎","輪胎,橡膠工業,資產股",台灣輪胎製造商
245	,"2103.TW","台橡","19.65","2.61","3060","19.65","上市橡膠","合成橡膠","合成橡膠,熱可塑橡膠,橡膠工業",全球前七大橡膠生產製造商
246	,"2104.TW","國際中橡","10.45","0","2201","10.45","上市橡膠","碳煙","碳煙,橡膠工業",全球市佔率前五大的碳煙公司
247	,"2105.TW","正新","31","0.49","9308","31","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣最大、全球前十大輪胎製造商
248	,"2106.TW","建大","17.35","1.46","379","17.35","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣第二大輪胎廠
249	,"2107.TW","厚生","26.1","-0.38","159","26.1","上市橡膠","橡膠製品","橡膠製品,橡膠工業,塑膠皮布,塑化製品,資產股,倉儲服務,運輸事業,營建,地產",主要從事營建與倉儲業務，也從事於橡膠與塑膠皮加工
250	,"2108.TW","南帝","26.9","1.32","998","26.9","上市橡膠","乳膠相關","乳膠相關,橡膠工業",全球前五大NBR乳膠廠
251	,"2109.TW","華豐","14.1","-1.4","223","14.1","上市橡膠","輪胎","輪胎,橡膠製品,橡膠工業",台灣前六大輪胎廠
252	,"2114.TW","鑫永銓","87.9","-0.23","61","87.9","上市橡膠","橡膠製品","橡膠製品,橡膠工業",台灣最大、全球前十大橡膠輸送帶商
253	,"2115.TW","六暉-KY","20.8","-0.95","108","20.8","上市汽車","汽機車零組件","汽機車零組件,輪圈",全球最大氣門嘴製造商
254	,"2201.TW","裕隆","27.1","0.93","2426","27.1","上市汽車","汽車製造","汽車製造,汽車銷售,汽車服務相關,汽機車零組件,車輛整車,資產股",與日本日產技術合作之汽車製造商
255	,"2204.TW","中華","53.7","-1.47","2409","53.7","上市汽車","汽車製造","汽車製造,電動機車,汽車銷售,汽車服務相關,汽機車零組件,機車零組件,車輛整車,客貨車輛相關",裕隆集團與日本三菱技術合作之汽車製造廠
256	,"2206.TW","三陽工業","57.3","1.06","763","57.3","上市汽車","機車","汽車製造,電動機車,汽車銷售,機車,汽車服務相關,車輛整車,資產股",現代汽車台灣代理商及台灣知名機車製造商
257	,"2207.TW","和泰車","478","1.06","270","478","上市汽車","汽車銷售","汽車銷售,汽車服務相關",TOYOTA台灣獨家代理商
